[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:58] /a 10
[1/3/2021 0:37:55] /goto hyro
[1/3/2021 0:38:33] /down
[1/3/2021 0:38:35] /a 2
[1/3/2021 0:38:36] /a 2
[1/3/2021 0:38:39] /a 30
[1/3/2021 0:38:39] /a 30
[1/3/2021 0:38:41] /a 30
[1/3/2021 0:38:44] /a 30
[4/3/2021 4:9:58] /a 10
[4/3/2021 4:11:34] /ghost
[4/3/2021 4:11:57] /newtype 7
[4/3/2021 4:11:59] /newtype 8
[4/3/2021 4:12:1] /newtype 544
[4/3/2021 4:12:8] /newtype 544
[4/3/2021 4:12:10] /newtype 500
[4/3/2021 4:12:51] /newtype 444
[4/3/2021 4:14:25] /newtype 6500
[4/3/2021 4:14:34] /newtype 647
[4/3/2021 4:16:21] /newtype 200
[4/3/2021 4:17:18] /ghost
[4/3/2021 4:17:34] /goto Mirai Nightmare
[4/3/2021 4:18:50] /up
[4/3/2021 4:18:53] /m haku
[4/3/2021 4:18:59] /m haku
[4/3/2021 4:18:59] /m haku
[4/3/2021 4:18:59] /m haku
[4/3/2021 4:19:0] /m haku
[4/3/2021 4:19:0] /m haku
[4/3/2021 4:19:0] /m haku
[4/3/2021 4:19:0] /m haku
[4/3/2021 4:19:1] /m haku
[4/3/2021 4:19:5] /m haku
[4/3/2021 4:19:6] /m haku
[4/3/2021 4:19:6] /m haku
[4/3/2021 4:19:6] /m haku
[4/3/2021 4:19:6] /m haku
[4/3/2021 4:19:6] /m haku
[4/3/2021 4:19:7] /m haku
[4/3/2021 4:19:7] /m haku
[4/3/2021 4:19:7] /m haku
[4/3/2021 4:19:7] /m haku
[4/3/2021 4:19:34] /a 2
[4/3/2021 4:19:36] /a 2
[4/3/2021 4:20:3] /goto mirai nightmare
[4/3/2021 4:21:4] /a 20
[4/3/2021 4:21:5] /a 20
[4/3/2021 4:21:5] /a 20
[4/3/2021 4:21:5] /a 20
[4/3/2021 4:21:6] /a 20
[4/3/2021 4:21:7] /a 20
[4/3/2021 4:21:7] /a 20
[4/3/2021 4:21:8] /a 20
[4/3/2021 4:21:9] /a 20
[4/3/2021 4:21:9] /a 20
[4/3/2021 4:21:9] /a 20
[4/3/2021 4:21:9] /a 20
[4/3/2021 4:21:10] /a 20
[4/3/2021 4:21:11] /a 20
[4/3/2021 4:21:13] /a 20
[4/3/2021 4:21:22] /a 
[4/3/2021 4:21:24] /a 2
[4/3/2021 4:21:29] /m haku
[4/3/2021 4:22:17] /m haku
[4/3/2021 4:22:17] /m haku
[4/3/2021 4:22:31] /m haku
[4/3/2021 4:22:31] /m haku
[4/3/2021 4:22:31] /m haku
[4/3/2021 4:22:32] /m haku
[4/3/2021 4:22:48] /goto premium task
[4/3/2021 4:23:36] /t
[4/3/2021 4:23:51] /goto mirai nightmare
[4/3/2021 4:25:36] /a 40
[4/3/2021 4:25:36] /a 40
[4/3/2021 4:25:37] /a 40
[4/3/2021 4:25:38] /a 40
[4/3/2021 4:25:40] /a 40
[4/3/2021 4:25:40] /a 40
[4/3/2021 4:25:43] /a 10
[4/3/2021 4:25:43] /a 10
[4/3/2021 4:25:44] /a 10
[4/3/2021 4:32:51] /c teste three
[4/3/2021 4:33:36] /m frozen monster
[4/3/2021 4:34:55] /m frozen monster
[4/3/2021 4:34:58] /m frozen monster
[4/3/2021 4:36:24] /m shinobi star
[4/3/2021 4:36:29] /m shinobi star
[4/3/2021 4:36:34] /m shinobi star
[4/3/2021 4:37:18] /m gamaken
[4/3/2021 4:37:23] /m gamaken
[4/3/2021 4:37:28] /m gamaken
[4/3/2021 4:37:57] /m anbu
[4/3/2021 4:37:59] /m anbu
[4/3/2021 4:38:0] /m anbu
[4/3/2021 4:39:38] /m cursed ghost
[4/3/2021 4:39:52] /reload monster
[4/3/2021 4:39:58] /m cursed ghost
[4/3/2021 4:39:58] /m cursed ghost
[4/3/2021 4:40:5] /m cursed ghost
[4/3/2021 4:47:18] /reload monster
[4/3/2021 12:24:3] /t
[4/3/2021 12:24:14] /r
[4/3/2021 12:24:33] /i 1748
[4/3/2021 12:25:8] /attr action 15898
[4/3/2021 12:25:38] /c teste three
[4/3/2021 12:27:22] /goto bugadassa
[4/3/2021 12:28:39] /a 40
[4/3/2021 12:28:40] /a 40
[4/3/2021 12:28:40] /a 40
[4/3/2021 12:28:41] /a 40
[4/3/2021 12:28:42] /a 40
[4/3/2021 12:28:43] /a 40
[4/3/2021 12:28:44] /a 40
[4/3/2021 12:28:47] /a 20
[4/3/2021 12:28:50] /a 10
[4/3/2021 12:29:21] /c teste three
[4/3/2021 12:30:34] /t teste three
[4/3/2021 12:30:43] /c teste three
[4/3/2021 12:41:13] /reload monster
[4/3/2021 12:41:57] /reload monster
[4/3/2021 12:44:13] /m anbu
[4/3/2021 12:44:13] /m anbu
[4/3/2021 12:44:13] /m anbu
[4/3/2021 12:45:48] /m cursed ghost
[4/3/2021 12:47:11] /m suiton shinobi
[4/3/2021 12:47:17] /m suiton shinobi
[4/3/2021 12:47:17] /m suiton shinobi
[4/3/2021 12:48:7] /goto suiton shinobi
[4/3/2021 12:48:25] /goto teste three
[4/3/2021 12:51:31] /c teste four
[4/3/2021 12:52:6] /m shaolin master
[4/3/2021 12:52:16] /m shaolin master
[4/3/2021 12:52:45] /m Shinobi Of The Blades
[4/3/2021 12:52:52] /m Shinobi Of The Blades
[4/3/2021 12:52:52] /m Shinobi Of The Blades
[4/3/2021 12:54:8] /reload monster
[4/3/2021 12:56:3] /m Shinobi Of The Blades
[4/3/2021 12:57:12] /m Mutant Creature
[4/3/2021 12:57:36] /m mutant creature
[4/3/2021 12:57:36] /m mutant creature
[4/3/2021 12:58:27] /reload monster
[4/3/2021 12:59:21] /reload monster
[4/3/2021 12:59:25] /m mutant creature
[4/3/2021 12:59:26] /m mutant creature
[4/3/2021 12:59:26] /m mutant creature
[4/3/2021 12:59:44] /m shinobi of the blades
[4/3/2021 12:59:44] /m shinobi of the blades
[4/3/2021 12:59:44] /m shinobi of the blades
[4/3/2021 13:0:32] /m Black Shinobi
[4/3/2021 13:0:33] /m Black Shinobi
[4/3/2021 13:0:34] /m Black Shinobi
[4/3/2021 13:2:16] /i 2535
[4/3/2021 13:2:29] /i sealed sword
[4/3/2021 13:23:15] /m black shinobi
[4/3/2021 13:23:16] /m black shinobi
[4/3/2021 13:24:0] /reload monster
[4/3/2021 13:24:24] /reload monster
[4/3/2021 13:24:37] /reload monster
[4/3/2021 13:25:47] /reload monster
[4/3/2021 13:26:11] /m black shinobi
[4/3/2021 13:26:39] /reload monster
[4/3/2021 13:27:8] /m red shaolin
[4/3/2021 13:27:11] /m red shaolin
[4/3/2021 13:27:49] /reload monster
[4/3/2021 13:27:52] /m red shaolin
[4/3/2021 13:28:16] /m Sand Jounin
[4/3/2021 13:28:17] /m Sand Jounin
[4/3/2021 13:28:18] /m Sand Jounin
[4/3/2021 13:28:39] /goto sand jounin
[4/3/2021 13:29:34] /reload monster
[4/3/2021 13:30:4] /goto teste four
[4/3/2021 13:30:9] /m sand jounin
[4/3/2021 13:30:12] /m sand jounin
[4/3/2021 13:30:16] /m sand jounin
[4/3/2021 13:33:6] /t
[4/3/2021 13:43:49] /t
[4/3/2021 15:3:28] /i 1025
[4/3/2021 15:3:29] /i 1025
[4/3/2021 15:3:30] /i 1025
[4/3/2021 15:7:3] /storage 829384, [FUN]Knepper.
[4/3/2021 15:7:16] /storage [FUN]Knepper.,829384
[4/3/2021 15:7:30] /storage Ten Ten,829384
[4/3/2021 15:7:33] /storage Ten Ten,829384
[4/3/2021 15:7:34] /storage Ten Ten,829384
[4/3/2021 15:7:55] /storage backache,829384
[4/3/2021 15:8:11] /goto backache
[4/3/2021 15:8:28] /goto teste four
[4/3/2021 15:8:43] /c backache
[4/3/2021 15:8:59] /storage backache,829384
[4/3/2021 15:9:34] /c poseidon
[4/3/2021 15:9:48] /c Mirai nightmare
[4/3/2021 15:9:59] /ghost
[4/3/2021 15:10:51] /r
[4/3/2021 15:10:56] /r
[4/3/2021 15:10:58] /r
[4/3/2021 15:11:2] /r
[4/3/2021 15:11:8] /r
[4/3/2021 15:11:14] /kick backache
[4/3/2021 15:13:19] /c aluc cadeirante
[4/3/2021 15:14:12] /b Quem estiver travado no NPC do Passe de Batalha, me mande mensagem!
[4/3/2021 15:17:29] /m raikage boss
[4/3/2021 15:18:5] /r
[4/3/2021 15:18:21] /r
[4/3/2021 15:18:22] /r
[4/3/2021 15:19:11] /storage Mirai Nightmare,829384
[4/3/2021 15:19:52] /storage Aluc Cadeirante,829384
[4/3/2021 15:20:12] /storage Poseidon,829384
[4/3/2021 15:22:18] /t mirai nightmare
[4/3/2021 15:22:23] /t poseidon
[4/3/2021 15:22:26] /c backache
[4/3/2021 17:21:55] /goto backache
[4/3/2021 17:21:57] /a 2
[4/3/2021 17:23:16] /t
[4/3/2021 17:39:38] /goto teste four
[4/3/2021 17:41:15] /b Boa tarde Galerinha do Mal, batemos a marca de [60] Online !!
[4/3/2021 17:41:33] /b Muito obrigado a todos que estão confiando em meu trabalho. 
[4/3/2021 18:48:28] /mc
[4/3/2021 18:50:7] /ghost
[4/3/2021 18:50:14] /goto play stompdmg
[4/3/2021 18:56:15] /goto teste four
[4/3/2021 18:56:35] /m black anbu
[4/3/2021 18:57:20] /c Play stompdmg
[4/3/2021 18:57:28] /m black anbu
[4/3/2021 18:57:43] /m black anbu
[4/3/2021 18:58:39] /m samurai one
[4/3/2021 18:59:3] /m samurai two
[4/3/2021 18:59:25] /m samurai two
[4/3/2021 18:59:59] /m samurai one
[4/3/2021 19:0:47] /m Akahoshi
[4/3/2021 19:1:52] /m black snake
[4/3/2021 19:2:24] /m salamandra
[4/3/2021 19:9:30] /t play stompdmg
[4/3/2021 19:9:38] /goto Kakashijr
[4/3/2021 19:9:43] /goto Kakashijr
[4/3/2021 19:11:55] /goto teste four
[4/3/2021 19:11:58] /r
[4/3/2021 19:11:59] /r
[4/3/2021 19:12:0] /r
[4/3/2021 19:12:0] /r
[4/3/2021 19:12:1] /r
[4/3/2021 19:13:54] /m black anbu
[4/3/2021 19:14:7] /goto kakashijr
[4/3/2021 19:14:10] /ghost
[4/3/2021 19:15:25] /ghost
[4/3/2021 19:15:34] /ghost
[4/3/2021 19:19:32] /goto black anbu
[4/3/2021 19:19:50] /goto teste four
[4/3/2021 19:19:58] /m black anbu
[4/3/2021 19:20:0] /m black anbu
[4/3/2021 19:24:21] /reload monster
[4/3/2021 19:24:49] /reload monster
[4/3/2021 19:25:5] /m black anbu
[4/3/2021 19:25:5] /m black anbu
[4/3/2021 19:25:7] /m black anbu
[4/3/2021 19:25:32] /m Unknow Akatsuki
[4/3/2021 19:27:44] /reload monster
[4/3/2021 19:29:45] /ghost
[4/3/2021 19:29:50] /goto play stompdmg
[4/3/2021 19:30:26] /goto Teste Four
[4/3/2021 19:31:31] /reload monster
[4/3/2021 19:31:42] /m Unknow Akatsuki I
[4/3/2021 19:31:54] /m unknow aktasuki i
[4/3/2021 19:32:3] /m unknow akatsuki i
[4/3/2021 19:32:10] /m unknow akatsuki q
[4/3/2021 19:32:20] /m unknow akatsuki I
[4/3/2021 19:33:32] /m unknow akatsuki
[4/3/2021 20:39:7] /reload monster
[4/3/2021 20:39:19] /m unknow akatsuki i
[4/3/2021 20:39:20] /m unknow akatsuki i
[4/3/2021 20:39:21] /m unknow akatsuki i
[4/3/2021 20:39:31] /m Unknow Akatsuki I
[4/3/2021 20:39:35] /reload monster
[4/3/2021 20:39:38] /m Unknow Akatsuki I
[4/3/2021 21:46:31] /goto trembolona
[4/3/2021 21:47:45] /goto tuff
[4/3/2021 21:48:41] /goto teste four
[4/3/2021 21:48:42] /up
[4/3/2021 21:48:42] /up
[4/3/2021 21:48:46] /c teste four
[4/3/2021 21:48:47] /c tuff
[4/3/2021 21:56:59] /t tuff
[4/3/2021 22:0:49] /c ten ten
[4/3/2021 22:1:17] /c uzumaki naruto
[4/3/2021 22:8:54] /t uzumaki naruto
[4/3/2021 22:8:56] /r
[4/3/2021 22:9:3] /t ten ten
[4/3/2021 23:26:1] /c teste four
[4/3/2021 23:37:57] /c teste four
[4/3/2021 23:47:21] /reload spells
[4/3/2021 23:48:5] /m unknow akatsuki
[4/3/2021 23:48:10] /reload spells
[4/3/2021 23:48:14] /reload monster
[4/3/2021 23:48:26] /m unknow akatsuki
[4/3/2021 23:48:27] /m unknow akatsuki
[4/3/2021 23:50:40] /reload spells
[4/3/2021 23:51:24] /m unknow akatsuki
[4/3/2021 23:51:45] /goto sasori boss
[4/3/2021 23:52:6] /i 9118
[4/3/2021 23:52:7] /i 9118
[4/3/2021 23:52:8] /i 9118
[4/3/2021 23:52:8] /i 9118
[4/3/2021 23:52:9] /i 9118
[4/3/2021 23:52:10] /i 9118
[4/3/2021 23:52:10] /i 9118
[4/3/2021 23:52:11] /i 9118
[4/3/2021 23:52:11] /i 9118
[4/3/2021 23:55:19] /goto teste four
[4/3/2021 23:55:26] /m unknow akatsuki
[4/3/2021 23:55:27] /m unknow akatsuki
[4/3/2021 23:55:27] /m unknow akatsuki
[4/3/2021 23:56:50] /m Kazuma
[4/3/2021 23:57:1] /m Kazuma
[4/3/2021 23:57:3] /m Kazuma
[4/3/2021 23:59:35] /m Sword Master
[5/3/2021 0:0:43] /m Uchiha Itachi
[5/3/2021 0:0:57] /goto uchiha itachi
[5/3/2021 0:1:16] /goto uchiha itachi
[5/3/2021 0:5:24] /m uchiha itachi
[5/3/2021 0:5:35] /goto uhciha itachi
[5/3/2021 0:5:36] /goto uhciha itachi
[5/3/2021 0:5:36] /goto uhciha itachi
[5/3/2021 0:5:37] /goto uhciha itachi
[5/3/2021 0:5:41] /goto uchiha itachi
[5/3/2021 0:5:44] /goto uchiha itachi
[5/3/2021 0:5:50] /goto uchiha itachi
[5/3/2021 0:5:53] /goto uchiha itachi
[5/3/2021 0:5:56] /goto uchiha itachi
[5/3/2021 0:5:59] /goto uchiha itachi
[5/3/2021 0:6:4] /goto uchiha itachi
[5/3/2021 0:6:9] /goto uchiha itachi
[5/3/2021 0:6:10] /goto uchiha itachi
[5/3/2021 0:6:13] /goto uchiha itachi
[5/3/2021 0:6:18] /goto uchiha itachi
[5/3/2021 0:6:19] /reload spells
[5/3/2021 0:6:26] /goto uchiha itachi
[5/3/2021 0:6:30] /t
[5/3/2021 0:6:39] /a 60
[5/3/2021 0:6:39] /a 60
[5/3/2021 0:6:40] /a 60
[5/3/2021 0:6:41] /a 60
[5/3/2021 0:6:42] /a 60
[5/3/2021 0:6:43] /a 60
[5/3/2021 0:6:45] /a 30
[5/3/2021 0:6:45] /a 30
[5/3/2021 0:6:49] /a 10
[5/3/2021 0:6:57] /c teste four
[5/3/2021 0:10:57] /m uchiha itachi
[5/3/2021 0:11:21] /i 2399
[5/3/2021 0:11:35] /i strong shuriken
[5/3/2021 0:11:40] /i elite shuriken
[5/3/2021 0:12:5] /reload spells
[5/3/2021 1:29:21] /goto Play stompdmg
[5/3/2021 1:29:42] /goto teste four
[5/3/2021 1:38:48] /reload spells
[5/3/2021 1:38:55] /reload monster
[5/3/2021 1:39:9] /m Uchiha Itachi
[5/3/2021 1:39:9] /m Uchiha Itachi
[5/3/2021 1:40:1] /reload monster
[5/3/2021 1:40:3] /m Uchiha Itachi
[5/3/2021 1:40:3] /m Uchiha Itachi
[5/3/2021 1:40:4] /m Uchiha Itachi
[5/3/2021 1:41:2] /reload monster
[5/3/2021 1:41:43] /reload monster
[5/3/2021 1:57:45] /m uchiha itachi
[5/3/2021 1:57:46] /m uchiha itachi
[5/3/2021 1:57:47] /m uchiha itachi
[5/3/2021 1:58:16] /reload monster
[5/3/2021 1:58:21] /m uchiha itachi
[5/3/2021 1:58:22] /m uchiha itachi
[5/3/2021 1:58:22] /m uchiha itachi
[5/3/2021 1:58:46] /reload monster
[5/3/2021 1:59:15] /reload monster
[5/3/2021 1:59:30] /reload monster
[5/3/2021 1:59:30] /reload monster
[5/3/2021 1:59:34] /m uchiha itachi
[5/3/2021 1:59:34] /m uchiha itachi
[5/3/2021 1:59:35] /m uchiha itachi
[5/3/2021 1:59:35] /m uchiha itachi
[5/3/2021 2:1:1] /m uchiha itachi
[5/3/2021 2:1:2] /m uchiha itachi
[5/3/2021 2:1:2] /m uchiha itachi
[5/3/2021 2:1:41] /m Manda
[5/3/2021 2:1:42] /m Manda
[5/3/2021 2:1:43] /m Manda
[5/3/2021 2:2:41] /reload monster
[5/3/2021 2:2:44] /m Manda
[5/3/2021 2:2:45] /m Manda
[5/3/2021 2:2:45] /m Manda
[5/3/2021 2:2:51] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:2:52] /reload monster
[5/3/2021 2:3:46] /reload monster
[5/3/2021 2:3:49] /m Manda
[5/3/2021 2:3:50] /m Manda
[5/3/2021 2:3:51] /m Manda
[5/3/2021 2:3:52] /m Manda
[5/3/2021 2:3:52] /m Manda
[5/3/2021 2:4:19] /reload monster
[5/3/2021 2:38:6] /reload monster
[5/3/2021 2:38:16] /m unknow akatsuki i
[5/3/2021 2:38:29] /reload monster
[5/3/2021 2:58:28] /goto masked man boss
[5/3/2021 3:3:31] /c Play stompdmg
[5/3/2021 3:5:51] /b Daqui 10 min irei reiniciar para testar a pz, como tinha dito no discord.
[5/3/2021 3:9:50] /goto sasori boss
[5/3/2021 3:9:58] /i 9118
[5/3/2021 3:9:58] /i 9118
[5/3/2021 3:9:59] /i 9118
[5/3/2021 3:9:59] /i 9118
[5/3/2021 3:10:0] /i 9118
[5/3/2021 3:10:0] /i 9118
[5/3/2021 3:10:1] /i 9118
[5/3/2021 3:10:1] /i 9118
[5/3/2021 3:10:2] /i 9118
[5/3/2021 3:10:7] /goto masked man boss
[5/3/2021 3:10:12] /a 3
[5/3/2021 3:11:20] /t
[5/3/2021 3:11:58] /shutdown 4
[5/3/2021 3:14:53] /b vai ficar um tempinho offline pra eu testar
[5/3/2021 3:15:5] /b irei informar no discord!
[5/3/2021 3:15:46] /save
[5/3/2021 3:15:58] /save
[5/3/2021 3:16:22] /closeserver
[5/3/2021 3:20:58] /shutdown
[5/3/2021 3:21:20] /closeserver
[5/3/2021 3:21:46] /goto teste four
[5/3/2021 3:26:4] /shutdown
[5/3/2021 3:26:28] /closeserver
[5/3/2021 3:28:53] /closeserver
[5/3/2021 3:28:58] /shutdown
[5/3/2021 3:31:11] /t
[5/3/2021 3:31:17] /goto sasori boss
[5/3/2021 3:31:19] /ghost
[5/3/2021 3:31:21] /ghost
[5/3/2021 3:31:30] /goto sasori boss
[5/3/2021 3:31:47] /i 9118
[5/3/2021 3:31:48] /i 9118
[5/3/2021 3:31:50] /i 9118
[5/3/2021 3:31:51] /i 9118
[5/3/2021 3:31:51] /i 9118
[5/3/2021 3:31:52] /i 9118
[5/3/2021 3:31:52] /i 9118
[5/3/2021 3:31:53] /i 9118
[5/3/2021 3:31:54] /i 9118
[6/3/2021 4:3:28] /i 9118
[6/3/2021 4:3:29] /i 9118
[6/3/2021 4:3:29] /i 9118
[6/3/2021 4:3:30] /i 9118
[6/3/2021 4:3:30] /i 9118
[6/3/2021 4:3:33] /r
[6/3/2021 4:3:34] /r
[6/3/2021 4:3:36] /r
[6/3/2021 4:3:37] /r
[6/3/2021 4:3:39] /i 9118
[6/3/2021 4:3:39] /i 9118
[6/3/2021 4:3:40] /i 9118
[6/3/2021 4:3:41] /i 9118
[6/3/2021 4:3:44] /r
[6/3/2021 4:3:45] /r
[6/3/2021 4:3:46] /i 9118
[6/3/2021 4:3:47] /i 9118
[6/3/2021 4:3:47] /i 9118
[6/3/2021 4:3:49] /t
[6/3/2021 4:8:28] /goto teste four
[6/3/2021 4:8:30] /i hidan
[6/3/2021 4:17:30] /reload spells
[6/3/2021 4:18:16] /m perfect anbu
[6/3/2021 4:18:22] /m perfect anbu
[6/3/2021 4:18:28] /m perfect anbu
[6/3/2021 4:20:49] /c teste four
[6/3/2021 4:50:4] /goto play stompdmg
[6/3/2021 4:50:26] /goto play stompdmg
[6/3/2021 4:50:38] /goto play stompdmg
[6/3/2021 4:50:39] /goto play stompdmg
[6/3/2021 4:50:40] /goto play stompdmg
[6/3/2021 4:50:42] /goto play stompdmg
[6/3/2021 4:50:43] /goto play stompdmg
[6/3/2021 4:50:44] /goto play stompdmg
[6/3/2021 4:50:46] /goto play stompdmg
[6/3/2021 4:50:47] /goto play stompdmg
[6/3/2021 4:50:48] /goto play stompdmg
[6/3/2021 4:50:49] /goto play stompdmg
[6/3/2021 4:50:50] /goto play stompdmg
[6/3/2021 4:50:52] /goto play stompdmg
[6/3/2021 4:50:58] /goto teste four
[6/3/2021 4:51:24] /goto obitozinho god
[6/3/2021 4:51:34] /goto Obitozingod
[6/3/2021 4:52:8] /t
[6/3/2021 4:53:29] /reload spells
[6/3/2021 4:53:40] /a 20
[6/3/2021 4:53:40] /a 20
[6/3/2021 4:53:40] /a 20
[6/3/2021 4:53:41] /a 20
[6/3/2021 4:53:41] /a 20
[6/3/2021 4:53:42] /a 20
[6/3/2021 4:53:43] /a 20
[6/3/2021 4:53:43] /a 20
[6/3/2021 4:53:43] /a 20
[6/3/2021 4:53:44] /a 20
[6/3/2021 4:53:45] /a 20
[6/3/2021 4:53:45] /a 20
[6/3/2021 4:53:45] /a 20
[6/3/2021 4:53:46] /a 20
[6/3/2021 4:53:50] /ghost
[6/3/2021 4:55:44] /reload spells
[6/3/2021 4:59:23] /reload spells
[6/3/2021 5:1:4] /reload spells
[6/3/2021 5:2:19] /reload spells
[6/3/2021 5:2:50] /reload spells
[6/3/2021 5:3:59] /reload spells
[6/3/2021 5:5:34] /newtype 200
[6/3/2021 5:5:36] /newtype 201
[6/3/2021 5:5:42] /newtype 300
[6/3/2021 5:5:44] /newtype 400
[6/3/2021 5:5:47] /newtype 401
[6/3/2021 14:41:3] /attr vocation 1
[6/3/2021 14:44:41] /m perfect anbu
[6/3/2021 14:44:46] /m perfect anbu
[6/3/2021 14:55:28] /reload monster
[6/3/2021 14:56:28] /reload monster
[6/3/2021 14:57:2] /reload monster
[6/3/2021 14:57:38] /m perfect anbu
[6/3/2021 14:58:30] /m perfect anbu
[6/3/2021 14:58:30] /m perfect anbu
[6/3/2021 14:58:30] /m perfect anbu
[6/3/2021 14:59:36] /m orochirmaru subordinade
[6/3/2021 14:59:40] /m orochirmaru subordinate
[6/3/2021 14:59:49] /m orochimaru subordinade
[6/3/2021 14:59:50] /m orochimaru subordinade
[6/3/2021 14:59:51] /m orochimaru subordinade
[6/3/2021 15:1:10] /reload monster
[6/3/2021 15:5:44] /m lider guard
[6/3/2021 15:5:47] /m lider guard
[6/3/2021 15:5:49] /m lider guard
[6/3/2021 15:7:1] /reload monster
[6/3/2021 15:8:1] /m lider guard
[6/3/2021 15:8:1] /m lider guard
[6/3/2021 15:8:25] /m master shinobi
[6/3/2021 15:8:30] /m master shinobi
[6/3/2021 15:9:41] /reload monster
[6/3/2021 15:12:7] /m samurai one
[6/3/2021 15:12:7] /m samurai one
[6/3/2021 15:12:30] /m samurai one
[6/3/2021 15:12:33] /reload monster
[6/3/2021 15:12:35] /m samurai one
[6/3/2021 15:12:35] /m samurai one
[6/3/2021 15:16:53] /ghost
[6/3/2021 15:16:57] /goto taylor verdinha
[6/3/2021 15:17:34] /goto taylor verdinha
[6/3/2021 15:17:38] /goto taylor verdinha
[6/3/2021 15:17:43] /goto taylor verdinha
[6/3/2021 15:17:48] /goto taylor verdinha
[6/3/2021 15:17:49] /goto taylor verdinha
[6/3/2021 15:17:51] /goto taylor verdinha
[6/3/2021 15:18:1] /goto taylor verdinha
[6/3/2021 15:18:2] /goto taylor verdinha
[6/3/2021 15:18:12] /goto taylor verdinha
[6/3/2021 15:18:24] /goto taylor verdinha
[6/3/2021 15:18:31] /t
[6/3/2021 15:43:25] /b Boa tarde!
[6/3/2021 15:58:26] /i sword box
[6/3/2021 15:59:37] /goto poseidon
[6/3/2021 15:59:46] /i sword box
[6/3/2021 15:59:56] /ghost
[6/3/2021 16:2:27] /ghost
[6/3/2021 16:55:34] /goto play stompdmg
[6/3/2021 16:55:39] /t
[6/3/2021 18:53:22] /goto karol conka
[6/3/2021 18:55:45] /goto sasori boss
[6/3/2021 18:56:9] /goto karol konka
[6/3/2021 18:56:14] /goto karol conka
[6/3/2021 18:56:31] /goto karol com savero
[6/3/2021 18:58:58] /c karol com savero
[6/3/2021 18:59:34] /goto karol com savero
[6/3/2021 19:3:7] /c karol com savero
[6/3/2021 19:10:13] /goto tobirama boss
[6/3/2021 19:10:20] /a 2
[6/3/2021 19:10:45] /goto teste four
[6/3/2021 19:10:54] /goto tobirama boss
[6/3/2021 19:10:58] /goto teste four
[6/3/2021 19:11:1] /m Konoha Elite Jounnin
[6/3/2021 19:12:53] /reload monster
[6/3/2021 19:13:13] /m konoha elite jounnin
[6/3/2021 19:13:19] /m konoha elite jounnin
[6/3/2021 19:13:20] /m konoha elite jounnin
[6/3/2021 19:13:46] /reload monster
[6/3/2021 19:14:59] /reload monster
[6/3/2021 19:15:39] /m tobirama boss
[6/3/2021 19:16:49] /reload monster
[6/3/2021 19:17:50] /i 2429
[6/3/2021 19:19:3] /reload monster
[6/3/2021 19:19:11] /m tobirama legs
[6/3/2021 19:19:16] /m tobirama boss
[6/3/2021 19:20:35] /goto Karol Com Savero
[6/3/2021 19:20:50] /goto Karol Com Savero
[6/3/2021 19:20:53] /goto Karol Com Savero
[6/3/2021 19:20:54] /goto Karol Com Savero
[6/3/2021 19:20:55] /goto Karol Com Savero
[6/3/2021 19:20:55] /goto Karol Com Savero
[6/3/2021 19:20:56] /goto Karol Com Savero
[6/3/2021 19:20:57] /goto Karol Com Savero
[6/3/2021 19:20:57] /goto Karol Com Savero
[6/3/2021 19:20:58] /goto Karol Com Savero
[6/3/2021 19:20:59] /goto Karol Com Savero
[6/3/2021 19:20:59] /goto Karol Com Savero
[6/3/2021 19:21:1] /goto Karol Com Savero
[6/3/2021 19:21:2] /goto Karol Com Savero
[6/3/2021 19:21:2] /goto Karol Com Savero
[6/3/2021 19:21:3] /goto Karol Com Savero
[6/3/2021 19:21:4] /goto Karol Com Savero
[6/3/2021 19:21:5] /goto Karol Com Savero
[6/3/2021 19:21:5] /goto Karol Com Savero
[6/3/2021 19:21:6] /goto Karol Com Savero
[6/3/2021 19:21:7] /goto Karol Com Savero
[6/3/2021 19:21:9] /goto Karol Com Savero
[6/3/2021 19:21:9] /goto Karol Com Savero
[6/3/2021 19:21:10] /goto Karol Com Savero
[6/3/2021 19:21:10] /goto Karol Com Savero
[6/3/2021 19:21:11] /goto Karol Com Savero
[6/3/2021 19:21:12] /goto Karol Com Savero
[6/3/2021 19:21:15] /a 10
[6/3/2021 19:21:16] /a 10
[6/3/2021 19:21:16] /a 10
[6/3/2021 19:21:17] /a 10
[6/3/2021 19:21:18] /a 10
[6/3/2021 19:21:20] /a 2
[6/3/2021 19:26:36] /reload monster
[6/3/2021 19:27:19] /reload monster
[6/3/2021 19:30:32] /reload spells
[6/3/2021 19:39:17] /reload monster
[6/3/2021 19:45:9] /goto karol com savero
[6/3/2021 19:45:12] /goto karol com savero
